customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,,,,
96cfaf71faaf9a904c4045fd835853cc,b48348743e921a4c82657d401675e069,60175,fortaleza,CE,,,,
e0dc8ea464de23db3b4aa5fa6ae07cc3,383fa1a759c0437605732a46d4f43d2c,71918,brasilia,DF,,,,
a652f27bc38cb4869b7d5d82902c0b16,2c82b177d38aab12878490fd1658434e,83321,pinhais,PR,,,,
1e0cf6a24bb919d69e632aba60a69ead,85fb83a5f1c3ea6c7824a3e55e7a6183,36070,juiz de fora,MG,,,,
800631fef0a782c3a8efe7d8071df64a,6d3c02f03efc71b44d52999fc95fc86e,75200,pires do rio,GO,,,,
cfa9e5ae05a54e058846a30a2c288118,4a920352e96b1e17e0de73c58597b582,31560,belo horizonte,MG,,,,
a9bb000979210a35541c29601f2dc03e,fbfcbb9969287114a9a4757e78f6f807,6900,embu-guacu,SP,,,,
d299e0e07e35f5c6fd348ed83551a272,c42419a1aa4e3642cb0f1a49f0ed81da,92110,canoas,RS,,,,
8afb90a97ee661103014329b1bcea1a2,7ac26eac431c6848694a2de6f0327524,75123,anapolis,GO,,,,
e1238987433fd511c3a493ea3d3913b0,3bb9fa30f4bbd9b9f1aac2be8d5928d7,88340,camboriu,SC,,,,
18a76d8e984df9cc300315102a1008b4,3c93aa15af0ff23c5b07f6f5a3277745,9050,santo andre,SP,,,,
ff60d321ad354e757bb24fa7ae799676,e97d62ecbf23184875db94c696c9c00a,89291,sao bento do sul,SC,,,,
a11dde3e6e22e6541818f5e81563bfc7,5c88de047e539f2ed9a643b3c7522f14,17250,bariri,SP,,,,
3d54e262ab34438486bd0eb8bf022c2f,f2479f8d117c49610d5a2d006b4ab716,91240,porto alegre,RS,,,,
e2a629c7ccabea34df0cb4954f6c08db,a49f5184df6f790d7765174f8fc569b5,3059,sao paulo,SP,,,,
9e76b1b37605f553636242f3e5861c3e,29d72fba272ad06ed0b2ac6351da042f,15015,sao jose do rio preto,SP,,,,
4b9e8cd034b45245928f0d55a4ed4310,293aacb301c260f3bdeadf8e108f9c8f,6458,barueri,SP,,,,
fe2b285a4d3936b9a37ff7460a0d403f,7113a50db7ae2bc6f93d766749e5125a,28021,campos dos goytacazes,RJ,,,,
b3ee7fdfb85dc3e5de3517c7be1bfc6e,382eed2ef04ec2c6afdb28d7492a17f5,12248,sao jose dos campos,SP,,,,
39851c46815f49fafb7bc26ed6bf513d,e51e07cef993df6ce1e8604ba2261b5d,2178,sao paulo,SP,,,,
4e766deafc3ec54aa57cb6d4d705e506,3283673183a99cff1de963f7d44063e5,75110,anapolis,GO,,,,
544cfbf822c23de5e82f86d638b82b58,68b985a24263e49feebb66ab492145e7,26282,nova iguacu,RJ,,,,
c1951203ece4074187b167b92d80f71c,a2979436ea8e2cadacb6bd64e8b37d9b,28970,araruama,RJ,,,,
de7123a14192ec3066359926049b0f28,dd23bb62a5c9ad13651fb6281a15b3bb,37925,piumhi,MG,,,,
d74c3362224f461a90b59790374dd103,e865ae0dea85c964888c8f117cc6b054,19880,candido mota,SP,,,,
6b1d775b2094e9c5a3a86e9e8fe01b3f,1ccfba98073a3f785a7dc51a4464bdd0,13632,pirassununga,SP,,,,
332cd7b9d5b2e74bf7553bfac694996d,c4384a7902deb7c5b60b480573876d9a,91550,porto alegre,RS,,,,
ff63f83bb3b2dc9a2df626cefbddda8b,07296cfef11b5e2ee8ea429920c26e0a,5535,sao paulo,SP,,,,
2ff1efea5cf92067b167101227abb467,0d51e04ae0b1d341e4f49812d1f4fbe2,15500,votuporanga,SP,,,,
15f3f60c0575a9f2a7d5434f7b8a7692,96a9e66285108791875512fa49cab22f,12490,sao bento do sapucai,SP,,,,
6fe655df4b9e1e4a3fc234cec27c55aa,c934b7146180892c1d0c54bd452f0fda,13272,valinhos,SP,,,,
b577ba81b673d2fad6f974650f3dbb5a,c68ffc361044816323eebe6a756f3060,35900,itabira,MG,,,,
2f9fe192fe03e0b19bbe3ff35f3100c5,588e6801be0610dc8c81d04eb23acd22,4182,sao paulo,SP,,,,
8bbf21f65f542300bbf3ef6012820922,6a5cf4459fd3a29f02b960b8f2d3ee7e,5560,sao paulo,SP,,,,
5bdb6841f00ab95bfbe2e2bb7eb66ddd,1612e8679bfb8e8b5a2f35400282af03,7120,guarulhos,SP,,,,
97cba178632e2fed3edec61ce374fb60,8396c03f207f8a7b155a99fc1e56a98e,16500,cafelandia,SP,,,,
8a4ecf2e2fa5faaaf02827b368c0c17b,6e73ccb686c79f2406264857ad8f19ee,36037,juiz de fora,MG,,,,
8c28706c8f9e0cc8ceea7d7e116960e9,519a9ea42ed875f12c879049c09e8c02,41680,salvador,BA,,,,
f7bdab6e68a28bf26acc7cbd785790fc,95a4a22f35928ef1a276bdef2d07081f,13219,jundiai,SP,,,,
3e3a04eb993fe7c6bab32b40fcc51f7f,b6b7c81604adbef7a32d4bacde272d41,6753,taboao da serra,SP,,,,
e600c255f682a86dfd0c57d3b1d7417b,b96d7210632c1e88eafbf34998081f43,15991,matao,SP,,,,
3cecfffcfcdbac8b85cf74dfc8a60166,70457f5d80967f5f4083e0cde7e89ab6,70763,brasilia,DF,,,,
5bbc72ac56e6c2d61f23a8a91a6ceac6,ba136375f078fedf9689674d4786e281,4310,sao paulo,SP,,,,
df7a84452bd7d6921705ac34f40e864b,9c01b2b200a873ee3d7bf6f8e04a45bf,6714,cotia,SP,,,,
084064d0e425f87b49643992a88c2b43,1f4dd20e59017acccdc1888bd80fd381,13080,campinas,SP,,,,
3c59cb3e5e8348b4f5303307f6c6048a,1caa43df498d168ee748d5d7790775ec,1434,sao paulo,SP,,,,
2c64fc3c9f0672a9f2481654a7bf109b,74e18f891a58daf76d6bc822b0dec66f,74785,goiania,GO,,,,
1a4dcc966b712214d7c0d25f13fa2deb,585a7960832446ae265d9d254b542ed0,28860,casimiro de abreu,RJ,,,,
b8cd636f6513382dd886029c3e51c412,7d95fa7170950137cd6920141c9bbfce,36873,silveira carvalho,MG,,,,
74219e78dcaeeb30e8d09ed57801f0fe,366516219e06d4f39db335aaea72120e,14740,viradouro,SP,,,,
e8f23326e2c34831368372a3dbcf8ce3,2477493cd0ffd29ef87933e32466fb8e,22260,rio de janeiro,RJ,,,,
eb44fe0ac99d141cdadb412aebdc57a0,01020c5b6024bc1cf2a3228e566bafb2,45645,itapitanga,BA,,,,
7715f80f77f2ebf4583f97a0a6a7548b,8a04e75a04c11b76156ef03b8ea45a18,31650,belo horizonte,MG,,,,
eb00b6b34bb7da3b9cf13c9ba8d1e136,98373acca5178086924094608b1ddca7,3317,sao paulo,SP,,,,
affe45dfbbc85f104e46987acfae38b3,485b849ef839f0f401da8bfdc7ac2781,80240,curitiba,PR,,,,
8085a9af46f619bc25966f151a362b0d,98758d88bf4b8eef1372ddee45d63178,57250,campo alegre,AL,,,,
8f039377398b08c900778a60909d1e49,2b53267d59423e552bc93a0e771f4ade,37620,munhoz,MG,,,,
e19a18812eb4e4fadf5db16932c2595b,18cd91b09cbc8c28ae022b38889aeb5f,85869,foz do iguacu,PR,,,,
cd46bd8781c25750e96a37a5e32450cc,b9b70004b9682db7a07defb7ab1b475d,5778,sao paulo,SP,,,,
b7079d031085e5dda5e1bcbd5ee3b031,a151a9b996e1d74765c707cbf9fe0379,86020,londrina,PR,,,,
afc13494642f88d253be56a1e353e261,2b22fac410c77b08b937809c68e7481e,12955,bom jesus dos perdoes,SP,,,,
50a5ce7e867f2fabc3eb4703dfb432df,23be4b5b1e9add3f80da9607e9de5775,4433,sao paulo,SP,,,,
bdbdcd5b18193390b025df518afe94ba,b54e1edda36c3e8918ba9c97ec8c7c4e,70350,brasilia,DF,,,,
ea15bb903b8f82b3f8ebdb8a9f305154,97a9c6ce2f5a124d22fe6be767bcbb07,37901,passos,MG,,,,
797525177b28cb08ae6d244ca133823d,77f60834473e9b8dd0c7dd6c9e0f30e5,26163,belford roxo,RJ,,,,
08fd236d2b9c7fb54e98c43a83d40cda,bc67be6e72092614068c8e3421832f54,9960,diadema,SP,,,,
719f6e6129a784bbc01b1267fe488547,e30fdbbdc726b0cba2116f03e5cebbe3,9811,sao bernardo do campo,SP,,,,
2a30c97668e81df7c17a8b14447aeeba,4987996ddcd0ddb20740fdce7c2bfbb1,37137,alfenas,MG,,,,
ed5ec5a2659505eb7eb931b0ca57a870,887826043ad269ee33e87d1886e5ed5c,78060,cuiaba,MT,,,,
a562db3c7cb9a68947debd30879b491e,e7d41c19da317af0612170197303d5a9,14802,araraquara,SP,,,,
c04472465a5f84c1055508f48ffe5b4c,c614379bad49fd0a3fb1c271e8f280ac,26280,nova iguacu,RJ,,,,
30aeb7b5117f7b889862eaa74b545e2d,3a5c7f0a36d613a96a3cef05fc890ae1,9541,sao caetano do sul,SP,,,,
6dac42a8db39e203ab662d2bac64fa33,c102bd464b89d5f2966296a82041a7e8,35701,sete lagoas,MG,,,,
7db5bde0f0fcee8817a4c317cf05429a,483921f4add6c14877a38acf62151e5d,30310,belo horizonte,MG,,,,
73bcbe6adbf53dee67bec4399c32b98b,a3b14b09ee78619350083da5c35f0193,7952,francisco morato,SP,,,,
1563bfe4b8d21ed87a2dd20cb1fae1a7,5883c17380bc970921a6c79ee2ea51ae,16013,aracatuba,SP,,,,
475eec32deae43c1479b18acc1f7781d,6b1b4cf479c558a8e050b249b9ecbd8e,6700,cotia,SP,,,,
0663e652f8793c2d4eb77e8185a5747f,73407e0f8a211899dab47838a5f723e1,91110,porto alegre,RS,,,,
b655e5fd84f933787506b58d4060458c,1314a4c9d175673d953df0dc729363fa,1218,sao paulo,SP,,,,
96b3ea36ae6536e8d46ac247b72b9364,1ac1c20d54ae0a375b77d6841663762a,27525,resende,RJ,,,,
8ebb06c13ec14673af1630a22715f4bd,e6e8ea2a2c2e768f5824ef27196ed655,88330,balneario camboriu,SC,,,,
14615837f83937b2dea94361cfb6770d,a8d771b4e13abd8d9df3b4f6c0a38091,85301,laranjeiras do sul,PR,,,,
993d78fad972fb03a64f3126d934160a,de8e3d9562f8279bf243c39051edc9a5,15055,sao jose do rio preto,SP,,,,
4f093ba642d31211516e40197a8e3aa6,b9ffd9f8e3189d5e28a1b6f22a2fad69,24416,sao goncalo,RJ,,,,
c5aa3c712cd1b1c509b3adb34dc14187,71f88e06eb78302859a034cd7d1877a1,85501,pato branco,PR,,,,
16c11c76b58be7de894336de67d21260,70ec0d94cb8fb8bebd175ffc701cf5d6,2710,sao paulo,SP,,,,
fd3aaca05dc7738e405ff6669a5bf7f0,328dd6e3fed7a5e91ed7d9aa558f0bd0,89830,abelardo luz,SC,,,,
f753500e103533c0f47c35ca41d9923a,520af1e295c9d6d6dc0413afa815b0b9,22720,rio de janeiro,RJ,,,,
cd321431eb241e989d200c78d0a4bfc4,1af28a3c717ee367ac8e4ed5e03d21ad,39401,montes claros,MG,,,,
fff5169e583fd07fac9fec88962f189d,6457be0b331148fb5454efc88d1e03d9,13458,santa barbara d'oeste,SP,,,,
3747cfcc18da3cff44fd440770d92d97,ec462378011c63f79ec53a2365d8e71b,23070,rio de janeiro,RJ,,,,
5a3f73cc3e52ab64478beb5ce8756f4b,520a88dae0fd97b3230c7d36aea4196b,21073,rio de janeiro,RJ,,,,
ac99113c54549df0dffec419b6cb19a4,d567f29ec5fa447c99e949f337f3a35c,35661,para de minas,MG,,,,
62a31d294c310db1ce08d21a575c4144,3e8ec82c18ec9053aca2a527a3eb8494,99010,passo fundo,RS,,,,
be2c2532426301bff89f1493242c4afa,c90f4838718f64510792abce92a1a7b5,7060,guarulhos,SP,,,,
d4e19535b2f75f549d799b3841795ce6,c4750b080e135d87328222826982fe39,14460,cristais paulista,SP,,,,
116e210883e0ea55bea66b38c5d71ede,82902ed35742cd23bb67a4b774a0bc63,6717,cotia,SP,,,,
ba7cb70dd18aadd6f7f72c60d08df953,5ffc432db902fa134ebdb7ddebf29613,22250,rio de janeiro,RJ,,,,
e41819d1c95c12c9ce495b630eab8aee,f63805d9c7edb84d92413af34b86a39c,5821,sao paulo,SP,,,,
1ba23b73f82990c2de74ebf5a28838b8,2683999c7b3dc785684105f447db1f6a,76200,ipora,GO,,,,
dce4e5a6bad0519b5c92cd5c4bc880d5,89b30dd291178926f8564ac63b8d663a,88345,camboriu,SC,,,,
9d7381a45eebf403b3b830a9742b928b,9403bc2d1bc24edda854c1c389c14da1,75610,joviania,GO,,,,
049e1221c498aac9230d750151d75706,a696f333cede35688305bf9a303b5adf,2022,sao paulo,SP,,,,
fd4e6dc2e2ca0393ac80b6a2d6001179,a7138fd83860a06e7caa59ecde50e89d,4653,sao paulo,SP,,,,
7e6fefa11d6a2c832593264f69df9de3,d4c0c343658dec14b2197594314c2cc3,35064,governador valadares,MG,,,,
c4e00400b6f79caa802740faa2829161,daec6ee742b2b2ce14fcb41bd844045a,15390,itapura,SP,,,,
a3b369b287f0fb3acdbd673d88cc3076,3a54b74d74d5830855a03bbf6edbd70f,14870,jaboticabal,SP,,,,
93d82c58a8f2b0d2db80f16867b99edd,40774d861c6ca4cc0139739a04d930a8,13010,campinas,SP,,,,
09dd621bd52c70a32eb2e306ef235b9a,36789cc8128e4a2e16d581da32b76d45,49400,lagarto,SE,,,,
aab60551b0c17b5dd31690b0d1bf3911,42572eaafadc787ce69afad9af65a7b7,8160,sao paulo,SP,,,,
1b9506de3da8fd318853195b13fb2dda,fd01a8dd276ac93aec73fde385389de9,1451,sao paulo,SP,,,,
004a2b3e8b026284407c620f4f01f686,e90a1b194724309bbaa6228c398d1748,78795,pedra preta,MT,,,,
247eb12909a8db3cc579b1260c3061e6,ceb4a58a238175053bbbf54ca503de8c,8485,sao paulo,SP,,,,
a2be07c22a9d2071f65b6770e47f540b,6204c4e582a95b6a350adf6988623bfb,13720,sao jose do rio pardo,SP,,,,
765f69252734ee67b9b129b30f8220a3,ec83d060d9a0abba4b409c544c744c2f,20270,rio de janeiro,RJ,,,,
0855edaada8d5aeef50b56f26e604932,429fbed971f52697e9bd392d94787bc7,65072,sao luis,MA,,,,
f6268d33d76b777b9a9c8a2c7c781214,5736be301e11f2ce0b0aa6fcc03b52c8,35500,divinopolis,MG,,,,
a617067d08312d857f24bc829af217e8,7cc6c34745843e3aed050ff2f89cf7a0,6730,vargem grande paulista,SP,,,,
9f64e91e123214007c18425d4a0be8db,3170ebd8b32a5e2102c9d75e0a7f6d74,1433,sao paulo,SP,,,,
aeb6533eeab4fbea7f9bdf37db0f8ee0,959d0dedf5b88c8c99c9c1375f839230,60871,fortaleza,CE,,,,
90bd9911aed064dfc625750fbd83ebca,77971c2442b1adbbe0448409df2ea56a,57041,maceio,AL,,,,
2e704319d4930866cfa99a7508fe0351,b2c4a9d12d0668cb2b33fd90c0a44fd8,25745,petropolis,RJ,,,,
9951d99835f50c491d724e5be22150e3,c459f4dd69a0d9468e3e170cf0c26d8f,21012,rio de janeiro,RJ,,,,
02d2c49ef9837fbf18d71940dd7cf97f,7f1b6966ec954a76bd752377eb61fd55,9572,sao caetano do sul,SP,,,,
47f5f43c79b29aaeec92a9c5e817ff6a,ca7304ae5735c22fa2df5803ad417ea9,36400,conselheiro lafaiete,MG,,,,
f6dd3ec061db4e3987629fe6b26e5cce,eb28e67c4c0b83846050ddfb8a35d051,15775,santa fe do sul,SP,,,,
5f816233eb2322dd00015934ff84693c,9f9b454e416375f3c705666a76c37114,29101,vila velha,ES,,,,
43bb6f9650ab2a7e6ef1c93168c4cfcf,6d151e185615942c0bc8cd9373471ad1,30310,belo horizonte,MG,,,,
3a0cc7c9af6abf8868dad5a1de4a16e1,fdfa1cc68f121149d8fcc27ee96e134c,2019,sao paulo,SP,,,,
7cc995918b7c4560b0f7ec54ef108d83,b813fe59b2d10fb59d5594ec8f91750e,5716,sao paulo,SP,,,,
efc248b5fcc421d31a203cf79d92ecc2,4b21961c548491ad87e7e1555f2c8c6e,3614,sao paulo,SP,,,,
ccea9568a9b9092688e949bcb955ddd0,a354ee7ba147e604d8b6c07ab4646a14,37900,passos,MG,,,,
6489ae5e4333f3693df5ad4372dab6d3,3818d81c6709e39d06b2738a8d3a2474,35661,para de minas,MG,,,,
223961a1714e148c0c249487eeac351c,2fb0af35a7ae96cdc1f65637d0601c7d,24241,niteroi,RJ,,,,
c1596c970f5f8765d684e7e6e3421011,7ee4672fed0ac16825e6d4b2a2149833,29162,serra,ES,,,,
c1d8a080ff171328688530727dc4e026,89efe7e4fae8f61f003241315a2a5f83,41100,salvador,BA,,,,
2584307af792d605f55f588694980576,0fd8ff3aed86ac28b280a2b352cd7689,37570,ouro fino,MG,,,,
7c71e90638cc8c6940af7e83d490cfeb,d6ee23b2b268ed053882bf4041ce2a2a,44700,jacobina,BA,,,,
727dc68f327d34b77009f5d3da5250d9,bb7422969f2b502894c5b02697ba986d,11920,iguape,SP,,,,
96fde6eddc46595a15abddb41f62af9e,5c0662e09dd48f38f85fbb079ad84580,9030,santo andre,SP,,,,
574e00dba47edb0c55e3b7e795eb8104,4b3b36d4ffd716cba64746c05678d5bc,13050,campinas,SP,,,,
b8cc30d4bb91f771891ae6aace4270b5,3e970efbd0047e980e384bbc61ab1341,8275,sao paulo,SP,,,,
84e32c18718319d7e8f2d11f897d1afa,1c721d062a04d51d8d3887dca3571cf4,32071,contagem,MG,,,,
34417388de13fbcd12cfcbd9d1b8dfbd,d3581765bcf955dcf282b1642c74157c,78045,cuiaba,MT,,,,
698a74f33469466fa4172e829505d1c6,c6f624cf0e9908fe310d59a80350bea0,36240,santos dumont,MG,,,,
73b858b84d3afef2fdc6a26f3ee8c6f7,12373dc83d9c052f14c972f235f75064,5782,sao paulo,SP,,,,
89a187407adfc8a32a4d6233a6a237d8,c7e193525b2825ccfe5c65875c0db1dc,79002,campo grande,MS,,,,
0dad07848c618cc5a4679a1bfe1db8d2,ec979208947bbba310f2ad8e50963725,31160,belo horizonte,MG,,,,
71d768f0401c468141199473dc548df4,c69703f63cf67e987e7bc1c7dd4e1ac2,14900,itapolis,SP,,,,
55be5653a69f4551dae9951e54acf572,0921f17ea370fa9de5ff832bf9cad923,5847,sao paulo,SP,,,,
598f0ad85bfe5c15f18b219ad41a2167,ec15af4d797ff5fcedebd6f1e9199fed,20270,rio de janeiro,RJ,,,,
88cd4760d06074426489e89bb4116184,871d8e3ddc6aaebd0288d07eb1758d6e,71906,brasilia,DF,,,,
89a6b1bfbe1b366503995b8df4c49450,457626c51309d814c33966c88a161545,52041,recife,PE,,,,
135bbed7ce32647898c18ba5907cb80a,de15baf007da0ecdb27570fb46fddef9,6544,santana de parnaiba,SP,,,,
d57dc4003cdf3d2229ca20d76b889075,58e9485906911afb2517d118f44b9195,44930,presidente dutra,BA,,,,
2de342d6e5905a5a8bb3a991c855f3e2,e8d87ee946600f7753579a074fbd2d5d,26551,mesquita,RJ,,,,
1e47b918581b562a9d8d9f85fcb9b1e5,71a5182c33ade63d4f8b42f432b834c0,13045,campinas,SP,,,,
c9f69364407bc8db796b2c6f1c353f61,c683ed9776a3bb038982ef2aaacdb9a5,5735,sao paulo,SP,,,,
9890d391eac598a0bba5c6b6be617388,3b25730ea4e83eae8c0e90b100dde51d,5659,sao paulo,SP,,,,
ab9e9b26c172c928efe04a741772958f,696b9f2a7a5565a5b79d8490514d3f3e,22631,rio de janeiro,RJ,,,,
b28f05c74142c8e7c6e07e5336fa63ae,2dacd79aa5d1a86240b37b6c588de551,45605,itabuna,BA,,,,
03d804d4d3e76cbac2fdec148e8d2742,f2274f10e72e18fc77be57393daebbb8,25660,petropolis,RJ,,,,
5ea43e101aceaadd7ca9fcf1b0226a6e,a3f0606876f54bf01bb90d4e9b24966d,99701,erechim,RS,,,,
cba40225005628d0bb62cc9d15c9333f,9fedd99d17871d39dd3a65eb45e0d792,4078,sao paulo,SP,,,,
3ace63287bc8b41172016c06a5093808,25e6bea0f352b9c61d1bed324da0f5cb,95670,gramado,RS,,,,
e69e27216b375e2c7e1be6298b051bf2,4702ba5faa8283e0f6b6a545cdaf8a9f,56870,triunfo,PE,,,,
f6188d661010819b1eac0c417e0c4cdf,46732b93e98cb6b04a44917b50666a64,1532,sao paulo,SP,,,,
7dd2e283f47deac853cf70f3b63c8d86,13df7b623839b4edc579ee40279d57c8,26263,nova iguacu,RJ,,,,
f2a48c51664d5ca2d7401f95994bb8a9,8f060d52f9c6e9244dc0cba5951bb6ff,13076,campinas,SP,,,,
7d9802889236ab8fc541bfb438978cd7,0c35f915ac95c942a535a99bc22524a8,2722,sao paulo,SP,,,,
295c9951f74b6afccdda7ae478526cfb,cb2d339aea25a85bda60fec5f65bb39d,21330,rio de janeiro,RJ,,,,
42090a79268b92ced0c591a8e63d57c2,e7aa5a5869f3e9d7d04fd3aa5f90631f,60822,fortaleza,CE,,,,
7a186a2e9b7fb35a7d158a5a43447b3d,0a4a2b4c194b982d2ded16856464ead0,11680,ubatuba,SP,,,,
32b84239e3f3904ac162d832454770c7,a666bec8af192f2238a0b719a7063a00,23093,rio de janeiro,RJ,,,,
3b723b649feb48f3cfbb9c728efb3d7d,8c07068e51d745035b296ebc1c8cd16a,72914,aguas lindas de goias,GO,,,,
bf2cd0dfd7ad8b44be636ba1079d6358,ea2aebf6103bf1a7588746b16238eb4d,88136,palhoca,SC,,,,
b27329504d3818ef391c0d13829964b3,a1341a488875fa4db05a8fcc0e3c8ec2,13219,jundiai,SP,,,,
92effc61cdcde58dde1a6295fe519bb4,e21de6a27b44cc95f6dc39e1ceb47cb9,41490,salvador,BA,,,,
29dbee0c474f373b72267a9e886522ee,f793d2815c27a46dafc9c92a1c960103,24342,niteroi,RJ,,,,
8d69dbf0f4dcb6c90367e0877ae94732,b1f8d8ebab0d8174f573bb6797ba8240,38307,ituiutaba,MG,,,,
04449133b1f1b228059b3c539fd03ed7,d0d416547ab8413475de3b35cfe92bee,88047,florianopolis,SC,,,,
f7b57537fa449131d8d98ec0f4e1d0ba,c94dbb5ee9997a25f01fd5e5bb852f4f,41830,salvador,BA,,,,
e3893e579755de4feb1a4d0313c103fa,cd6b577df45c00daa6b2767eaa947c72,13092,campinas,SP,,,,
f211421de204488bd0f9beaeba60f04f,83c09d2636754fee9e24a68c6abb16e7,3112,sao paulo,SP,,,,
ccd330b2a68b43ccc7456bd7b62e679f,4e43a8dc4b83f80e615beed495cd2229,11900,registro,SP,,,,
438df7b1a12e7eb43f99b35531167e0a,157734852d8da89de2f250c1916833ed,5877,sao paulo,SP,,,,
137f50d5bfbcfb9578c50605cc9adb16,9bc0afc85b2f40c797f96f7911397708,5087,sao paulo,SP,,,,
7b07a86ba7d3c0c53f96bf14ea8ecc1e,2e1519fbbcdce2a37aa5aa94a9076e75,71250,brasilia,DF,,,,
48dc227fd17db8b6dacffb7d2be80886,a94762863997266a89d86350f7f20f54,1526,sao paulo,SP,,,,
2726ee187e4908c9683ac2a8a0424af1,f28cab5ad7d6c9b05e6cc9c310761968,27285,volta redonda,RJ,,,,
acc1272df0c1c3d973ccb5be09d0ab41,c872d5914996f4822fdd5a4a742965b0,39495,montalvania,MG,,,,
6e3d5df3e5aed86d96bb5d0234f4044e,d9876db394b3f1f5f599ba5adf911157,12247,sao jose dos campos,SP,,,,
c5e16ca2f4093350809b5f66c5cdfd32,b2ee5bbc35d3e89184dd87c1d957b013,25961,teresopolis,RJ,,,,
3cd29923676e2dde9a89f7232a64de8c,82d138ae6fc1dd103c9b3eda595b61da,15830,pindorama,SP,,,,
131227776a8b159a13938a0abfa95c5f,06b9d6221ccd83819ac6ad3f352854a9,24450,sao goncalo,RJ,,,,
b2381a85f8237639da2719cd5981b007,576a1f3bd1b073f5a84b23075a37b90e,89370,papanduva,SC,,,,
aafd4a30b4fc87b9ce204df17db5196d,c09214ba56100e782501686ca3bbb119,9571,sao caetano do sul,SP,,,,
3c628393675b42c6b5ef89461f68ecef,106106992030e0d83e6f1bc9d4054070,30770,belo horizonte,MG,,,,
1d50170cec4905b52a53fc43cf2eb0f7,33e7c312409096541dd095d94d6ef95d,29216,guarapari,ES,,,,
bc0a84ea7543ac13807feccb5bfccf4b,d1c73ffbc43e326738aec07c5dacb8d9,61902,maracanau,CE,,,,
0bbbcba4fb2d97e129f2f2622d82eabc,521af0bcb7fe9f806c95e09422b38a43,9760,sao bernardo do campo,SP,,,,
adb3c4b6fa67bf11d5ca618f5cbd044e,37e2dd61ca0493062acccc353270f8ed,35557,carmo do cajuru,MG,,,,
f9f3547648b8c4bce58da9e9ab677fb8,3128b02155500306be4504a92c35c4de,95310,andre da rocha,RS,,,,
32ea572ef909ce200bf5097211d79d22,48aee83c86f97efcbe8143093423578c,65045,sao luis,MA,,,,
6a5c936a909849dc0470967e01a7177e,2938f83ab0df568b408eeed27fa98656,11370,sao vicente,SP,,,,
da43a556bf5c36a1104c473cff77de6c,2e0daa38f7fd081ddcda32d972e5ec50,85948,pato bragado,PR,,,,
5e3b89299a7d6e3e10f9bc6e77923f88,464a3d024ae34727fcaf86198537f5f1,3685,sao paulo,SP,,,,
438587a96c7fdbaaa67dd07b72a170df,b07770dba1794e80044414e50db25d32,12248,sao jose dos campos,SP,,,,
bf0176bae5facd261148fb881ccb8cc6,34745b94e42969e956d446695f58421b,6506,santana de parnaiba,SP,,,,
6a9b5719c17e4f44e30d33c298c0739e,ea94f7a5177a14fde12ff625b03dcd7a,89837,coronel martins,SC,,,,
a3347136bb1bbf91baf78c0972e1f3ea,507fce5023bb08327ad3d22108910c31,2112,sao paulo,SP,,,,
7a399396442d5601cbedfbd0a3cf1da4,60ec651482858c327c177cf9360cc0a2,45990,teixeira de freitas,BA,,,,
6ce3934a71cf3aa6ff51b5298ed06d9e,6178119ad39df8c7d51e4e5090976357,79012,campo grande,MS,,,,
b2a65630374da38ec0653226f3ea4dbb,b7eccb8247dce2f986bc667143eb475e,21625,rio de janeiro,RJ,,,,
2131f859f33715756b10efb97d873a85,5993c0ed4bc51b72a8332bb7fa4303c5,71680,brasilia,DF,,,,
6cffa1011064035b56965e363955f701,e060df3099d550d647a82326badf63fe,95057,caxias do sul,RS,,,,
279084854f91753f3c2feba81d4573a5,4ecad7e3d36a7e834f1095aefcc54521,55295,garanhuns,PE,,,,
4b1b5c848616a4b5fa9d76cb1d12067b,3c857a6f7828bfb70fb712e2393cfd1b,5727,sao paulo,SP,,,,
ca5fc68d665a2ce5392fccbde3475f72,a914b2be4782207abc6758095ec9e8aa,4130,sao paulo,SP,,,,
16c1bb03adb08d986a62093823959ec6,22c84aa3c94faa9b0533e5b95f440d57,37890,muzambinho,MG,,,,
c2a9d304ac6f6c83a1d58953845a94b0,001ae5a1788703d64536c30362503e49,27276,volta redonda,RJ,,,,
b103b8c8af8eb17c72c213b36ccd4f34,523366b9899aa70ec24c372c3ac27805,31565,belo horizonte,MG,,,,
200b152d4fcc6b4fba34c286b4c83a17,436da367462528f45b3f6a919ae08b9b,74845,goiania,GO,,,,
d91dc5b08f5bb5e181a878580f4ec576,a4e15c3b37a5bdc379b5d9a8b7b37450,66033,belem,PA,,,,
43696894b5bf8fbe1a40b2148ea505a0,fbe6316a06058c651539cbf59ec5a0ef,39100,diamantina,MG,,,,
655418b3cc52d17ccb5b4330a7f03197,12d280dc9e8bf7888a3d2a8a8ae74f8d,9710,sao bernardo do campo,SP,,,,
9092217b4f4aa4cd1dcf5f196ccfd617,1b49bd8407444b8155fc943866a0e645,4870,sao paulo,SP,,,,
c29253b809677d6b9de4371383f4da19,4b5c728e4fd50ebdfb7799ff5754eee0,4662,sao paulo,SP,,,,
55e0503dded8ecd07b56fd84bf06a342,747c1b1b035efbd0ccfc9e704382f6a1,22030,rio de janeiro,RJ,,,,
bc54fa7f1166c358a2053f680ebb2ac9,3e6af1676898a625a1b774da1532c4cc,98035,cruz alta,RS,,,,
